,score_of_10,score_<2.0,score_2.0-3.0,score_3.1-4.0,score_4.1-5.0,score_5.1-6.0,score_6.1-7.0,score_7.1-8.0,score_8.1-9.0,score_9.1-10.0
1924,5.2,0,0,0,0,1,0,0,0,0
1925,7.2,0,0,0,0,0,0,1,0,0
1926,7.6,0,0,0,0,0,0,1,0,0
1927,5.8,0,0,0,0,1,0,0,0,0
1928,3.3,0,0,1,0,0,0,0,0,0
1929,5.1,0,0,0,0,1,0,0,0,0
1930,5.6,0,0,0,0,1,0,0,0,0
1931,5.8,0,0,0,0,1,0,0,0,0
1932,7.4,0,0,0,0,0,0,1,0,0
1933,7.0,0,0,0,0,0,1,0,0,0
1934,7.2,0,0,0,0,0,0,1,0,0
1935,5.9,0,0,0,0,1,0,0,0,0
1936,5.2,0,0,0,0,1,0,0,0,0
1937,6.5,0,0,0,0,0,1,0,0,0
1938,5.8,0,0,0,0,1,0,0,0,0
1939,7.4,0,0,0,0,0,0,1,0,0
1940,5.4,0,0,0,0,1,0,0,0,0
1941,6.3,0,0,0,0,0,1,0,0,0
1942,6.1,0,0,0,0,0,1,0,0,0
1943,6.4,0,0,0,0,0,1,0,0,0
1944,7.0,0,0,0,0,0,1,0,0,0
1945,6.1,0,0,0,0,0,1,0,0,0
1946,5.9,0,0,0,0,1,0,0,0,0
1947,7.4,0,0,0,0,0,0,1,0,0
1948,6.4,0,0,0,0,0,1,0,0,0
1949,6.6,0,0,0,0,0,1,0,0,0
1950,6.8,0,0,0,0,0,1,0,0,0
1951,5.4,0,0,0,0,1,0,0,0,0
1952,7.1,0,0,0,0,0,0,1,0,0
1953,6.1,0,0,0,0,0,1,0,0,0
1954,5.8,0,0,0,0,1,0,0,0,0
1955,5.7,0,0,0,0,1,0,0,0,0
1956,4.9,0,0,0,1,0,0,0,0,0
1957,4.4,0,0,0,1,0,0,0,0,0
1958,6.3,0,0,0,0,0,1,0,0,0
1959,6.3,0,0,0,0,0,1,0,0,0
1960,6.4,0,0,0,0,0,1,0,0,0
1961,4.9,0,0,0,1,0,0,0,0,0
1962,3.9,0,0,1,0,0,0,0,0,0
1963,7.2,0,0,0,0,0,0,1,0,0
1964,4.6,0,0,0,1,0,0,0,0,0
1965,4.8,0,0,0,1,0,0,0,0,0
1966,5.9,0,0,0,0,1,0,0,0,0
1967,6.4,0,0,0,0,0,1,0,0,0
1968,6.0,0,0,0,0,1,0,0,0,0
1969,3.4,0,0,1,0,0,0,0,0,0
1970,7.3,0,0,0,0,0,0,1,0,0
1971,6.8,0,0,0,0,0,1,0,0,0
1972,4.7,0,0,0,1,0,0,0,0,0
1973,6.5,0,0,0,0,0,1,0,0,0
1974,5.5,0,0,0,0,1,0,0,0,0
1975,7.2,0,0,0,0,0,0,1,0,0
1976,4.4,0,0,0,1,0,0,0,0,0
1977,6.4,0,0,0,0,0,1,0,0,0
1978,6.8,0,0,0,0,0,1,0,0,0
1979,6.4,0,0,0,0,0,1,0,0,0
1980,7.3,0,0,0,0,0,0,1,0,0
1981,4.8,0,0,0,1,0,0,0,0,0
1982,6.7,0,0,0,0,0,1,0,0,0
1983,4.7,0,0,0,1,0,0,0,0,0
1984,4.1,0,0,0,1,0,0,0,0,0
1985,6.5,0,0,0,0,0,1,0,0,0
1986,6.2,0,0,0,0,0,1,0,0,0
1987,7.8,0,0,0,0,0,0,1,0,0
1988,5.4,0,0,0,0,1,0,0,0,0
1989,5.4,0,0,0,0,1,0,0,0,0
1990,4.0,0,0,1,0,0,0,0,0,0
1991,6.6,0,0,0,0,0,1,0,0,0
1992,5.9,0,0,0,0,1,0,0,0,0
1993,6.3,0,0,0,0,0,1,0,0,0
1994,7.4,0,0,0,0,0,0,1,0,0
1995,6.8,0,0,0,0,0,1,0,0,0
1996,4.2,0,0,0,1,0,0,0,0,0
1997,6.1,0,0,0,0,0,1,0,0,0
1998,5.3,0,0,0,0,1,0,0,0,0
1999,5.4,0,0,0,0,1,0,0,0,0
2000,5.4,0,0,0,0,1,0,0,0,0
2001,6.3,0,0,0,0,0,1,0,0,0
2002,7.6,0,0,0,0,0,0,1,0,0
2003,5.8,0,0,0,0,1,0,0,0,0
2004,6.2,0,0,0,0,0,1,0,0,0
2005,6.5,0,0,0,0,0,1,0,0,0
2006,6.4,0,0,0,0,0,1,0,0,0
2007,5.4,0,0,0,0,1,0,0,0,0
2008,6.9,0,0,0,0,0,1,0,0,0
2009,6.5,0,0,0,0,0,1,0,0,0
2010,5.4,0,0,0,0,1,0,0,0,0
2011,5.7,0,0,0,0,1,0,0,0,0
2012,5.9,0,0,0,0,1,0,0,0,0
2013,6.6,0,0,0,0,0,1,0,0,0
2014,,0,0,0,0,0,0,0,0,0
2015,4.7,0,0,0,1,0,0,0,0,0
2016,4.5,0,0,0,1,0,0,0,0,0
2017,4.4,0,0,0,1,0,0,0,0,0
2018,5.4,0,0,0,0,1,0,0,0,0
2019,3.6,0,0,1,0,0,0,0,0,0
2020,4.7,0,0,0,1,0,0,0,0,0
2021,5.5,0,0,0,0,1,0,0,0,0
2022,3.8,0,0,1,0,0,0,0,0,0
2023,4.2,0,0,0,1,0,0,0,0,0
2024,5.7,0,0,0,0,1,0,0,0,0
2025,6.9,0,0,0,0,0,1,0,0,0
2026,6.2,0,0,0,0,0,1,0,0,0
2027,7.3,0,0,0,0,0,0,1,0,0
2028,6.6,0,0,0,0,0,1,0,0,0
2029,5.6,0,0,0,0,1,0,0,0,0
2030,7.2,0,0,0,0,0,0,1,0,0
2031,5.5,0,0,0,0,1,0,0,0,0
2032,5.4,0,0,0,0,1,0,0,0,0
2033,6.5,0,0,0,0,0,1,0,0,0
2034,6.8,0,0,0,0,0,1,0,0,0
2035,6.5,0,0,0,0,0,1,0,0,0
2036,6.0,0,0,0,0,1,0,0,0,0
2037,7.5,0,0,0,0,0,0,1,0,0
2038,5.8,0,0,0,0,1,0,0,0,0
2039,7.4,0,0,0,0,0,0,1,0,0
2040,6.6,0,0,0,0,0,1,0,0,0
2041,5.4,0,0,0,0,1,0,0,0,0
2042,6.8,0,0,0,0,0,1,0,0,0
2043,7.6,0,0,0,0,0,0,1,0,0
2044,5.2,0,0,0,0,1,0,0,0,0
2045,5.6,0,0,0,0,1,0,0,0,0
2046,5.9,0,0,0,0,1,0,0,0,0
2047,5.8,0,0,0,0,1,0,0,0,0
2048,5.6,0,0,0,0,1,0,0,0,0
2049,5.8,0,0,0,0,1,0,0,0,0
2050,6.8,0,0,0,0,0,1,0,0,0
2051,7.2,0,0,0,0,0,0,1,0,0
2052,6.3,0,0,0,0,0,1,0,0,0
2053,6.1,0,0,0,0,0,1,0,0,0
2054,7.4,0,0,0,0,0,0,1,0,0
2055,5.7,0,0,0,0,1,0,0,0,0
2056,7.0,0,0,0,0,0,1,0,0,0
2057,5.6,0,0,0,0,1,0,0,0,0
2058,6.5,0,0,0,0,0,1,0,0,0
2059,6.0,0,0,0,0,1,0,0,0,0
2060,5.8,0,0,0,0,1,0,0,0,0
2061,5.9,0,0,0,0,1,0,0,0,0
2062,5.6,0,0,0,0,1,0,0,0,0
2063,6.5,0,0,0,0,0,1,0,0,0
2064,6.3,0,0,0,0,0,1,0,0,0
2065,3.5,0,0,1,0,0,0,0,0,0
2066,6.5,0,0,0,0,0,1,0,0,0
2067,7.4,0,0,0,0,0,0,1,0,0
2068,6.7,0,0,0,0,0,1,0,0,0
2069,7.8,0,0,0,0,0,0,1,0,0
2070,5.9,0,0,0,0,1,0,0,0,0
2071,4.4,0,0,0,1,0,0,0,0,0
2072,5.0,0,0,0,1,0,0,0,0,0
2073,7.1,0,0,0,0,0,0,1,0,0
2074,7.5,0,0,0,0,0,0,1,0,0
2075,6.2,0,0,0,0,0,1,0,0,0
2076,2.5,0,1,0,0,0,0,0,0,0
2077,7.0,0,0,0,0,0,1,0,0,0
2078,6.8,0,0,0,0,0,1,0,0,0
2079,6.3,0,0,0,0,0,1,0,0,0
2080,6.4,0,0,0,0,0,1,0,0,0
2081,7.2,0,0,0,0,0,0,1,0,0
2082,4.4,0,0,0,1,0,0,0,0,0
2083,5.5,0,0,0,0,1,0,0,0,0
2084,3.6,0,0,1,0,0,0,0,0,0
2085,5.4,0,0,0,0,1,0,0,0,0
2086,5.8,0,0,0,0,1,0,0,0,0
2087,7.2,0,0,0,0,0,0,1,0,0
2088,7.0,0,0,0,0,0,1,0,0,0
2089,6.2,0,0,0,0,0,1,0,0,0
2090,6.9,0,0,0,0,0,1,0,0,0
2091,5.4,0,0,0,0,1,0,0,0,0
2092,4.7,0,0,0,1,0,0,0,0,0
2093,7.4,0,0,0,0,0,0,1,0,0
2094,8.9,0,0,0,0,0,0,0,1,0
2095,8.1,0,0,0,0,0,0,0,1,0
2096,7.3,0,0,0,0,0,0,1,0,0
2097,6.0,0,0,0,0,1,0,0,0,0
2098,5.9,0,0,0,0,1,0,0,0,0
2099,3.9,0,0,1,0,0,0,0,0,0
2100,6.5,0,0,0,0,0,1,0,0,0
2101,6.6,0,0,0,0,0,1,0,0,0
2102,6.1,0,0,0,0,0,1,0,0,0
2103,5.7,0,0,0,0,1,0,0,0,0
2104,7.5,0,0,0,0,0,0,1,0,0
2105,7.0,0,0,0,0,0,1,0,0,0
2106,5.3,0,0,0,0,1,0,0,0,0
2107,4.7,0,0,0,1,0,0,0,0,0
2108,6.7,0,0,0,0,0,1,0,0,0
2109,7.4,0,0,0,0,0,0,1,0,0
2110,6.5,0,0,0,0,0,1,0,0,0
2111,7.5,0,0,0,0,0,0,1,0,0
2112,7.2,0,0,0,0,0,0,1,0,0
2113,5.3,0,0,0,0,1,0,0,0,0
2114,5.6,0,0,0,0,1,0,0,0,0
2115,6.9,0,0,0,0,0,1,0,0,0
2116,5.5,0,0,0,0,1,0,0,0,0
2117,5.6,0,0,0,0,1,0,0,0,0
2118,6.5,0,0,0,0,0,1,0,0,0
2119,5.7,0,0,0,0,1,0,0,0,0
2120,7.1,0,0,0,0,0,0,1,0,0
2121,7.3,0,0,0,0,0,0,1,0,0
2122,4.2,0,0,0,1,0,0,0,0,0
2123,6.4,0,0,0,0,0,1,0,0,0
2124,4.8,0,0,0,1,0,0,0,0,0
2125,7.0,0,0,0,0,0,1,0,0,0
2126,5.7,0,0,0,0,1,0,0,0,0
2127,8.1,0,0,0,0,0,0,0,1,0
2128,7.0,0,0,0,0,0,1,0,0,0
2129,6.1,0,0,0,0,0,1,0,0,0
2130,7.0,0,0,0,0,0,1,0,0,0
2131,6.6,0,0,0,0,0,1,0,0,0
2132,6.3,0,0,0,0,0,1,0,0,0
2133,5.7,0,0,0,0,1,0,0,0,0
2134,7.0,0,0,0,0,0,1,0,0,0
2135,6.1,0,0,0,0,0,1,0,0,0
2136,5.1,0,0,0,0,1,0,0,0,0
2137,4.7,0,0,0,1,0,0,0,0,0
2138,6.7,0,0,0,0,0,1,0,0,0
2139,6.5,0,0,0,0,0,1,0,0,0
2140,6.7,0,0,0,0,0,1,0,0,0
2141,3.8,0,0,1,0,0,0,0,0,0
2142,6.2,0,0,0,0,0,1,0,0,0
2143,7.6,0,0,0,0,0,0,1,0,0
2144,7.4,0,0,0,0,0,0,1,0,0
2145,7.3,0,0,0,0,0,0,1,0,0
2146,5.7,0,0,0,0,1,0,0,0,0
2147,7.6,0,0,0,0,0,0,1,0,0
2148,8.0,0,0,0,0,0,0,1,0,0
2149,6.5,0,0,0,0,0,1,0,0,0
2150,6.0,0,0,0,0,1,0,0,0,0
2151,6.3,0,0,0,0,0,1,0,0,0
2152,5.6,0,0,0,0,1,0,0,0,0
2153,5.9,0,0,0,0,1,0,0,0,0
2154,5.1,0,0,0,0,1,0,0,0,0
2155,7.3,0,0,0,0,0,0,1,0,0
2156,6.6,0,0,0,0,0,1,0,0,0
2157,6.2,0,0,0,0,0,1,0,0,0
2158,6.0,0,0,0,0,1,0,0,0,0
2159,5.1,0,0,0,0,1,0,0,0,0
2160,5.9,0,0,0,0,1,0,0,0,0
2161,5.5,0,0,0,0,1,0,0,0,0
2162,7.6,0,0,0,0,0,0,1,0,0
2163,7.3,0,0,0,0,0,0,1,0,0
2164,6.6,0,0,0,0,0,1,0,0,0
2165,5.3,0,0,0,0,1,0,0,0,0
2166,4.4,0,0,0,1,0,0,0,0,0
2167,7.3,0,0,0,0,0,0,1,0,0
2168,5.9,0,0,0,0,1,0,0,0,0
2169,3.7,0,0,1,0,0,0,0,0,0
2170,6.7,0,0,0,0,0,1,0,0,0
2171,6.9,0,0,0,0,0,1,0,0,0
2172,6.2,0,0,0,0,0,1,0,0,0
2173,5.9,0,0,0,0,1,0,0,0,0
2174,6.9,0,0,0,0,0,1,0,0,0
2175,7.2,0,0,0,0,0,0,1,0,0
2176,7.1,0,0,0,0,0,0,1,0,0
2177,6.2,0,0,0,0,0,1,0,0,0
2178,6.1,0,0,0,0,0,1,0,0,0
2179,6.8,0,0,0,0,0,1,0,0,0
2180,6.8,0,0,0,0,0,1,0,0,0
2181,6.1,0,0,0,0,0,1,0,0,0
2182,6.5,0,0,0,0,0,1,0,0,0
2183,6.2,0,0,0,0,0,1,0,0,0
2184,5.8,0,0,0,0,1,0,0,0,0
2185,3.5,0,0,1,0,0,0,0,0,0
2186,5.2,0,0,0,0,1,0,0,0,0
2187,5.0,0,0,0,1,0,0,0,0,0
2188,5.2,0,0,0,0,1,0,0,0,0
2189,6.9,0,0,0,0,0,1,0,0,0
2190,4.9,0,0,0,1,0,0,0,0,0
2191,4.6,0,0,0,1,0,0,0,0,0
2192,8.0,0,0,0,0,0,0,1,0,0
2193,7.1,0,0,0,0,0,0,1,0,0
2194,5.1,0,0,0,0,1,0,0,0,0
2195,5.5,0,0,0,0,1,0,0,0,0
2196,8.2,0,0,0,0,0,0,0,1,0
2197,4.4,0,0,0,1,0,0,0,0,0
2198,4.0,0,0,1,0,0,0,0,0,0
2199,4.5,0,0,0,1,0,0,0,0,0
2200,3.2,0,0,1,0,0,0,0,0,0
2201,4.6,0,0,0,1,0,0,0,0,0
2202,6.3,0,0,0,0,0,1,0,0,0
2203,7.3,0,0,0,0,0,0,1,0,0
2204,6.4,0,0,0,0,0,1,0,0,0
2205,6.2,0,0,0,0,0,1,0,0,0
2206,6.7,0,0,0,0,0,1,0,0,0
2207,5.6,0,0,0,0,1,0,0,0,0
2208,6.0,0,0,0,0,1,0,0,0,0
2209,6.2,0,0,0,0,0,1,0,0,0
2210,6.3,0,0,0,0,0,1,0,0,0
2211,6.9,0,0,0,0,0,1,0,0,0
2212,7.5,0,0,0,0,0,0,1,0,0
2213,7.7,0,0,0,0,0,0,1,0,0
2214,7.1,0,0,0,0,0,0,1,0,0
2215,5.1,0,0,0,0,1,0,0,0,0
2216,5.9,0,0,0,0,1,0,0,0,0
2217,4.3,0,0,0,1,0,0,0,0,0
2218,6.3,0,0,0,0,0,1,0,0,0
2219,7.5,0,0,0,0,0,0,1,0,0
2220,6.7,0,0,0,0,0,1,0,0,0
2221,7.9,0,0,0,0,0,0,1,0,0
2222,5.3,0,0,0,0,1,0,0,0,0
2223,7.5,0,0,0,0,0,0,1,0,0
2224,7.3,0,0,0,0,0,0,1,0,0
2225,5.3,0,0,0,0,1,0,0,0,0
2226,6.6,0,0,0,0,0,1,0,0,0
2227,5.1,0,0,0,0,1,0,0,0,0
2228,6.7,0,0,0,0,0,1,0,0,0
2229,7.4,0,0,0,0,0,0,1,0,0
2230,5.8,0,0,0,0,1,0,0,0,0
2231,4.9,0,0,0,1,0,0,0,0,0
2232,5.6,0,0,0,0,1,0,0,0,0
2233,5.2,0,0,0,0,1,0,0,0,0
2234,5.5,0,0,0,0,1,0,0,0,0
2235,6.5,0,0,0,0,0,1,0,0,0
2236,7.1,0,0,0,0,0,0,1,0,0
2237,4.6,0,0,0,1,0,0,0,0,0
2238,5.4,0,0,0,0,1,0,0,0,0
2239,5.5,0,0,0,0,1,0,0,0,0
2240,5.4,0,0,0,0,1,0,0,0,0
2241,6.4,0,0,0,0,0,1,0,0,0
2242,7.4,0,0,0,0,0,0,1,0,0
2243,5.2,0,0,0,0,1,0,0,0,0
2244,4.7,0,0,0,1,0,0,0,0,0
2245,6.7,0,0,0,0,0,1,0,0,0
2246,7.1,0,0,0,0,0,0,1,0,0
2247,7.8,0,0,0,0,0,0,1,0,0
2248,6.4,0,0,0,0,0,1,0,0,0
2249,4.4,0,0,0,1,0,0,0,0,0
2250,7.2,0,0,0,0,0,0,1,0,0
2251,5.4,0,0,0,0,1,0,0,0,0
2252,7.1,0,0,0,0,0,0,1,0,0
2253,7.8,0,0,0,0,0,0,1,0,0
2254,5.3,0,0,0,0,1,0,0,0,0
2255,5.2,0,0,0,0,1,0,0,0,0
2256,7.3,0,0,0,0,0,0,1,0,0
2257,4.3,0,0,0,1,0,0,0,0,0
2258,4.9,0,0,0,1,0,0,0,0,0
2259,6.3,0,0,0,0,0,1,0,0,0
2260,5.1,0,0,0,0,1,0,0,0,0
2261,6.1,0,0,0,0,0,1,0,0,0
2262,4.6,0,0,0,1,0,0,0,0,0
2263,7.2,0,0,0,0,0,0,1,0,0
2264,6.7,0,0,0,0,0,1,0,0,0
2265,4.6,0,0,0,1,0,0,0,0,0
2266,6.0,0,0,0,0,1,0,0,0,0
2267,5.8,0,0,0,0,1,0,0,0,0
2268,4.9,0,0,0,1,0,0,0,0,0
2269,5.0,0,0,0,1,0,0,0,0,0
2270,4.5,0,0,0,1,0,0,0,0,0
2271,5.2,0,0,0,0,1,0,0,0,0
2272,7.2,0,0,0,0,0,0,1,0,0
2273,7.2,0,0,0,0,0,0,1,0,0
2274,6.8,0,0,0,0,0,1,0,0,0
2275,6.4,0,0,0,0,0,1,0,0,0
2276,6.2,0,0,0,0,0,1,0,0,0
2277,6.0,0,0,0,0,1,0,0,0,0
2278,6.1,0,0,0,0,0,1,0,0,0
2279,4.3,0,0,0,1,0,0,0,0,0
2280,4.4,0,0,0,1,0,0,0,0,0
2281,7.4,0,0,0,0,0,0,1,0,0
2282,8.2,0,0,0,0,0,0,0,1,0
2283,6.6,0,0,0,0,0,1,0,0,0
2284,7.7,0,0,0,0,0,0,1,0,0
2285,5.8,0,0,0,0,1,0,0,0,0
2286,6.6,0,0,0,0,0,1,0,0,0
2287,6.6,0,0,0,0,0,1,0,0,0
2288,7.7,0,0,0,0,0,0,1,0,0
2289,5.2,0,0,0,0,1,0,0,0,0
2290,4.8,0,0,0,1,0,0,0,0,0
2291,5.2,0,0,0,0,1,0,0,0,0
2292,6.6,0,0,0,0,0,1,0,0,0
2293,7.0,0,0,0,0,0,1,0,0,0
2294,,0,0,0,0,0,0,0,0,0
2295,5.4,0,0,0,0,1,0,0,0,0
2296,6.6,0,0,0,0,0,1,0,0,0
2297,5.5,0,0,0,0,1,0,0,0,0
2298,6.2,0,0,0,0,0,1,0,0,0
2299,6.9,0,0,0,0,0,1,0,0,0
2300,5.3,0,0,0,0,1,0,0,0,0
2301,6.2,0,0,0,0,0,1,0,0,0
2302,5.2,0,0,0,0,1,0,0,0,0
2303,6.6,0,0,0,0,0,1,0,0,0
2304,5.7,0,0,0,0,1,0,0,0,0
2305,5.9,0,0,0,0,1,0,0,0,0
2306,5.1,0,0,0,0,1,0,0,0,0
2307,6.2,0,0,0,0,0,1,0,0,0
2308,5.9,0,0,0,0,1,0,0,0,0
2309,6.7,0,0,0,0,0,1,0,0,0
2310,6.7,0,0,0,0,0,1,0,0,0
2311,4.9,0,0,0,1,0,0,0,0,0
2312,4.9,0,0,0,1,0,0,0,0,0
2313,6.0,0,0,0,0,1,0,0,0,0
2314,7.2,0,0,0,0,0,0,1,0,0
2315,6.6,0,0,0,0,0,1,0,0,0
2316,6.3,0,0,0,0,0,1,0,0,0
2317,7.2,0,0,0,0,0,0,1,0,0
2318,7.2,0,0,0,0,0,0,1,0,0
2319,6.3,0,0,0,0,0,1,0,0,0
2320,5.0,0,0,0,1,0,0,0,0,0
2321,7.1,0,0,0,0,0,0,1,0,0
2322,5.3,0,0,0,0,1,0,0,0,0
2323,6.8,0,0,0,0,0,1,0,0,0
2324,6.2,0,0,0,0,0,1,0,0,0
2325,6.5,0,0,0,0,0,1,0,0,0
2326,6.3,0,0,0,0,0,1,0,0,0
2327,8.0,0,0,0,0,0,0,1,0,0
2328,4.4,0,0,0,1,0,0,0,0,0
2329,5.8,0,0,0,0,1,0,0,0,0
2330,6.2,0,0,0,0,0,1,0,0,0
2331,5.2,0,0,0,0,1,0,0,0,0
2332,7.0,0,0,0,0,0,1,0,0,0
2333,5.7,0,0,0,0,1,0,0,0,0
2334,6.5,0,0,0,0,0,1,0,0,0
2335,5.0,0,0,0,1,0,0,0,0,0
2336,7.1,0,0,0,0,0,0,1,0,0
2337,6.8,0,0,0,0,0,1,0,0,0
2338,6.8,0,0,0,0,0,1,0,0,0
2339,6.1,0,0,0,0,0,1,0,0,0
2340,6.1,0,0,0,0,0,1,0,0,0
2341,5.9,0,0,0,0,1,0,0,0,0
2342,5.3,0,0,0,0,1,0,0,0,0
2343,5.6,0,0,0,0,1,0,0,0,0
2344,7.1,0,0,0,0,0,0,1,0,0
2345,7.8,0,0,0,0,0,0,1,0,0
2346,6.5,0,0,0,0,0,1,0,0,0
2347,5.2,0,0,0,0,1,0,0,0,0
2348,6.2,0,0,0,0,0,1,0,0,0
2349,6.2,0,0,0,0,0,1,0,0,0
2350,6.8,0,0,0,0,0,1,0,0,0
2351,5.0,0,0,0,1,0,0,0,0,0
2352,5.4,0,0,0,0,1,0,0,0,0
2353,7.3,0,0,0,0,0,0,1,0,0
2354,5.8,0,0,0,0,1,0,0,0,0
2355,6.1,0,0,0,0,0,1,0,0,0
2356,5.4,0,0,0,0,1,0,0,0,0
2357,5.5,0,0,0,0,1,0,0,0,0
2358,5.1,0,0,0,0,1,0,0,0,0
2359,5.4,0,0,0,0,1,0,0,0,0
2360,6.9,0,0,0,0,0,1,0,0,0
2361,6.5,0,0,0,0,0,1,0,0,0
2362,6.0,0,0,0,0,1,0,0,0,0
2363,5.8,0,0,0,0,1,0,0,0,0
2364,5.6,0,0,0,0,1,0,0,0,0
2365,6.1,0,0,0,0,0,1,0,0,0
2366,5.8,0,0,0,0,1,0,0,0,0
2367,5.2,0,0,0,0,1,0,0,0,0
2368,5.6,0,0,0,0,1,0,0,0,0
2369,7.2,0,0,0,0,0,0,1,0,0
2370,8.2,0,0,0,0,0,0,0,1,0
2371,5.5,0,0,0,0,1,0,0,0,0
2372,6.3,0,0,0,0,0,1,0,0,0
2373,6.9,0,0,0,0,0,1,0,0,0
2374,6.8,0,0,0,0,0,1,0,0,0
2375,3.0,0,1,0,0,0,0,0,0,0
2376,6.4,0,0,0,0,0,1,0,0,0
2377,6.0,0,0,0,0,1,0,0,0,0
2378,7.0,0,0,0,0,0,1,0,0,0
2379,6.6,0,0,0,0,0,1,0,0,0
2380,5.4,0,0,0,0,1,0,0,0,0
2381,5.1,0,0,0,0,1,0,0,0,0
2382,5.6,0,0,0,0,1,0,0,0,0
2383,5.7,0,0,0,0,1,0,0,0,0
2384,7.8,0,0,0,0,0,0,1,0,0
2385,5.1,0,0,0,0,1,0,0,0,0
2386,6.2,0,0,0,0,0,1,0,0,0
2387,7.3,0,0,0,0,0,0,1,0,0
2388,6.1,0,0,0,0,0,1,0,0,0
2389,6.4,0,0,0,0,0,1,0,0,0
2390,6.2,0,0,0,0,0,1,0,0,0
2391,4.8,0,0,0,1,0,0,0,0,0
2392,3.5,0,0,1,0,0,0,0,0,0
2393,7.5,0,0,0,0,0,0,1,0,0
2394,6.2,0,0,0,0,0,1,0,0,0
2395,5.6,0,0,0,0,1,0,0,0,0
2396,5.7,0,0,0,0,1,0,0,0,0
2397,6.5,0,0,0,0,0,1,0,0,0
2398,5.1,0,0,0,0,1,0,0,0,0
2399,5.6,0,0,0,0,1,0,0,0,0
2400,6.1,0,0,0,0,0,1,0,0,0
2401,6.1,0,0,0,0,0,1,0,0,0
2402,7.0,0,0,0,0,0,1,0,0,0
2403,8.4,0,0,0,0,0,0,0,1,0
2404,6.9,0,0,0,0,0,1,0,0,0
2405,5.9,0,0,0,0,1,0,0,0,0
2406,4.3,0,0,0,1,0,0,0,0,0
2407,6.0,0,0,0,0,1,0,0,0,0
2408,6.8,0,0,0,0,0,1,0,0,0
2409,6.2,0,0,0,0,0,1,0,0,0
2410,6.9,0,0,0,0,0,1,0,0,0
2411,6.2,0,0,0,0,0,1,0,0,0
2412,7.0,0,0,0,0,0,1,0,0,0
2413,,0,0,0,0,0,0,0,0,0
2414,5.7,0,0,0,0,1,0,0,0,0
2415,6.8,0,0,0,0,0,1,0,0,0
2416,6.0,0,0,0,0,1,0,0,0,0
2417,6.3,0,0,0,0,0,1,0,0,0
2418,6.0,0,0,0,0,1,0,0,0,0
2419,7.2,0,0,0,0,0,0,1,0,0
2420,5.5,0,0,0,0,1,0,0,0,0
2421,7.0,0,0,0,0,0,1,0,0,0
2422,7.0,0,0,0,0,0,1,0,0,0
2423,7.2,0,0,0,0,0,0,1,0,0
2424,5.1,0,0,0,0,1,0,0,0,0
2425,6.5,0,0,0,0,0,1,0,0,0
2426,6.3,0,0,0,0,0,1,0,0,0
2427,7.1,0,0,0,0,0,0,1,0,0
2428,4.5,0,0,0,1,0,0,0,0,0
2429,5.8,0,0,0,0,1,0,0,0,0
2430,6.6,0,0,0,0,0,1,0,0,0
2431,6.4,0,0,0,0,0,1,0,0,0
2432,6.0,0,0,0,0,1,0,0,0,0
2433,7.0,0,0,0,0,0,1,0,0,0
2434,4.8,0,0,0,1,0,0,0,0,0
2435,7.1,0,0,0,0,0,0,1,0,0
2436,6.0,0,0,0,0,1,0,0,0,0
2437,6.9,0,0,0,0,0,1,0,0,0
2438,4.9,0,0,0,1,0,0,0,0,0
2439,4.2,0,0,0,1,0,0,0,0,0
2440,6.3,0,0,0,0,0,1,0,0,0
2441,5.3,0,0,0,0,1,0,0,0,0
2442,8.3,0,0,0,0,0,0,0,1,0
2443,6.2,0,0,0,0,0,1,0,0,0
2444,6.8,0,0,0,0,0,1,0,0,0
2445,6.7,0,0,0,0,0,1,0,0,0
2446,6.5,0,0,0,0,0,1,0,0,0
2447,5.8,0,0,0,0,1,0,0,0,0
2448,8.1,0,0,0,0,0,0,0,1,0
2449,5.4,0,0,0,0,1,0,0,0,0
2450,4.3,0,0,0,1,0,0,0,0,0
2451,5.2,0,0,0,0,1,0,0,0,0
2452,5.1,0,0,0,0,1,0,0,0,0
2453,6.5,0,0,0,0,0,1,0,0,0
2454,5.7,0,0,0,0,1,0,0,0,0
2455,6.2,0,0,0,0,0,1,0,0,0
2456,5.1,0,0,0,0,1,0,0,0,0
2457,5.7,0,0,0,0,1,0,0,0,0
2458,6.3,0,0,0,0,0,1,0,0,0
2459,5.8,0,0,0,0,1,0,0,0,0
2460,6.2,0,0,0,0,0,1,0,0,0
2461,7.9,0,0,0,0,0,0,1,0,0
2462,5.0,0,0,0,1,0,0,0,0,0
2463,5.6,0,0,0,0,1,0,0,0,0
2464,4.6,0,0,0,1,0,0,0,0,0
2465,7.0,0,0,0,0,0,1,0,0,0
2466,7.5,0,0,0,0,0,0,1,0,0
2467,5.2,0,0,0,0,1,0,0,0,0
2468,7.1,0,0,0,0,0,0,1,0,0
2469,6.1,0,0,0,0,0,1,0,0,0
2470,8.1,0,0,0,0,0,0,0,1,0
2471,6.8,0,0,0,0,0,1,0,0,0
2472,7.6,0,0,0,0,0,0,1,0,0
2473,5.4,0,0,0,0,1,0,0,0,0
2474,8.1,0,0,0,0,0,0,0,1,0
2475,6.7,0,0,0,0,0,1,0,0,0
2476,6.7,0,0,0,0,0,1,0,0,0
2477,7.0,0,0,0,0,0,1,0,0,0
2478,6.8,0,0,0,0,0,1,0,0,0
2479,6.9,0,0,0,0,0,1,0,0,0
